"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.294085470E-1,-6.600000262E-1,6.847950459E0,7.248000145E0,9.993174251E0
8.319412390E-1,-6.769500375E-1,6.958050251E0,7.159950256E0,1.000687825E1
8.344686080E-1,-6.259500384E-1,6.928950310E0,7.027950287E0,9.889097587E0
8.369987600E-1,-4.729500115E-1,6.811950207E0,6.841050148E0,9.665728863E0
8.395288360E-1,-5.089499950E-1,6.916950226E0,6.609000206E0,9.580298234E0
8.420617600E-1,-6.720000505E-1,6.810000420E0,6.451050282E0,9.404453175E0
8.445891320E-1,-7.890000343E-1,6.637050152E0,6.505950451E0,9.327397656E0
8.471192840E-1,-6.670500040E-1,6.666000366E0,6.817050457E0,9.557860300E0
8.496492070E-1,-3.850500286E-1,6.823950291E0,7.215000153E0,9.938349375E0
8.521821300E-1,-4.210500121E-1,6.946050167E0,7.360950470E0,1.012958478E1
8.547095440E-1,-7.200000286E-1,6.963000298E0,7.110000134E0,9.977668820E0
8.572396190E-1,-9.310500622E-1,6.775950432E0,7.014000416E0,9.796762746E0
8.597697730E-1,-8.749500513E-1,6.655950546E0,7.026000500E0,9.717607642E0
8.623024650E-1,-8.130000234E-1,6.817050457E0,7.131000519E0,9.898702661E0
8.648300690E-1,-7.270500064E-1,6.946050167E0,7.219950199E0,1.004509311E1
8.673599900E-1,-7.530000210E-1,6.781050205E0,7.240950108E0,9.948920011E0
8.698901440E-1,-7.440000176E-1,6.843000412E0,7.236000538E0,9.986986255E0
8.724229900E-1,-5.140500069E-1,7.003050327E0,7.234050274E0,1.008158939E1
8.749503770E-1,-4.470000267E-1,6.886050224E0,7.095000267E0,9.897298899E0
8.774806060E-1,-5.380499959E-1,6.891000271E0,6.802950382E0,9.698222334E0
8.800106830E-1,-6.360000372E-1,6.871950150E0,6.573000431E0,9.530610136E0
8.825436060E-1,-7.290000319E-1,6.670950413E0,6.553950310E0,9.380153790E0
8.850710010E-1,-7.290000319E-1,6.517050266E0,6.733950138E0,9.399439860E0
8.876009220E-1,-5.620500445E-1,6.685050488E0,7.042950153E0,9.726713069E0
8.901310760E-1,-4.710000157E-1,7.023000240E0,7.234050274E0,1.009335706E1
8.926639230E-1,-6.409500241E-1,7.056000233E0,7.129050255E0,1.005093596E1
8.951913770E-1,-9.469500184E-1,6.912000179E0,7.030950546E0,9.904883967E0
8.977214520E-1,-9.019500613E-1,6.868950367E0,7.075950146E0,9.902780595E0
9.002516060E-1,-7.770000100E-1,6.883950233E0,7.215000153E0,1.000243605E1
9.027842980E-1,-7.290000319E-1,6.952950478E0,7.320000172E0,1.012212250E1
9.053119160E-1,-6.649500132E-1,6.928950310E0,7.339050293E0,1.011504672E1
9.078418370E-1,-6.580500603E-1,6.903000355E0,7.260000229E0,1.003952425E1
9.103719900E-1,-6.379500031E-1,6.862050533E0,7.062000275E0,9.867449803E0
9.129048370E-1,-5.550000072E-1,6.814050198E0,6.874950409E0,9.695578798E0
9.154323000E-1,-5.089499950E-1,7.008000374E0,6.741000175E0,9.737154754E0
9.179623750E-1,-5.350500345E-1,6.951000214E0,6.669000149E0,9.647706748E0
9.204925290E-1,-7.410000563E-1,6.595950127E0,6.580050468E0,9.346266812E0
9.230252210E-1,-7.699500322E-1,6.775950432E0,6.673950195E0,9.541904344E0
9.255525840E-1,-5.140500069E-1,6.859950542E0,7.078050137E0,9.870256460E0
9.280827360E-1,-6.430500150E-1,6.477000237E0,7.081050396E0,9.618020591E0
9.306128900E-1,-1.054949999E0,6.369000435E0,6.585000515E0,9.221676519E0
9.331457360E-1,-8.539500237E-1,7.333950520E0,6.814950466E0,1.004786598E1
9.356731220E-1,-7.369500399E-1,6.646950245E0,7.267950535E0,9.876646592E0
9.382032840E-1,-5.380499959E-1,6.697050095E0,7.897050381E0,1.036838379E1
9.407334380E-1,-2.839500010E-1,7.992000580E0,8.404950142E0,1.160154678E1
9.432661300E-1,-2.959500253E-1,7.300050259E0,8.323950768E0,1.107548990E1
9.457935170E-1,-7.369500399E-1,6.418950081E0,7.395000458E0,9.819982040E0
9.483236450E-1,-9.739500284E-1,6.841050148E0,6.508950233E0,9.492890968E0
9.508537990E-1,-9.520500302E-1,6.820950508E0,5.998950481E0,9.133409658E0
9.533866450E-1,-7.609500289E-1,6.346950531E0,6.106050491E0,8.840061006E0
9.559141080E-1,-4.729500115E-1,6.642000198E0,6.669000149E0,9.424192874E0
9.584441730E-1,-7.510500550E-1,7.150050163E0,6.943950176E0,9.995285767E0
9.609743270E-1,-5.809500217E-1,6.835950375E0,7.441950321E0,1.012177578E1
9.635070200E-1,-1.450500041E-1,6.943950176E0,7.725000381E0,1.038821998E1
9.660344060E-1,-2.430000156E-1,6.976950169E0,7.213050365E0,1.003817604E1
9.685645630E-1,-6.550500393E-1,6.607950211E0,6.516000271E0,9.303351873E0
9.710947170E-1,-1.065000057E0,6.750000477E0,6.099000454E0,9.159396164E0
9.736275630E-1,-9.930000305E-1,7.123050213E0,6.508950233E0,9.700016832E0
9.761549500E-1,-7.320000529E-1,6.886050224E0,7.332000256E0,1.008522382E1
9.786851250E-1,-7.129500508E-1,6.571950436E0,7.701000214E0,1.014910019E1
9.812152790E-1,-5.710500479E-1,7.048950195E0,7.617000580E0,1.039386814E1
9.837479720E-1,-4.759500325E-1,7.303050518E0,7.396950245E0,1.040557294E1
9.862753580E-1,-6.670500040E-1,6.642000198E0,6.991950512E0,9.666876140E0
9.888055040E-1,-7.249500155E-1,6.285000324E0,6.814950466E0,9.298942491E0
9.913356580E-1,-5.400000215E-1,6.883950233E0,6.906000137E0,9.765920783E0
9.938685040E-1,-3.799500167E-1,7.288050175E0,6.994950294E0,1.010887565E1
9.963958910E-1,-4.849500358E-1,6.964950562E0,6.928050518E0,9.835832290E0
9.989260530E-1,-6.790500283E-1,6.666000366E0,6.750000477E0,9.511002905E0
1.001456206E0,-5.809500217E-1,6.709050179E0,6.870000362E0,9.620070800E0
1.003988899E0,-3.679500222E-1,6.862050533E0,7.155000210E0,9.920541958E0
1.006516285E0,-4.399500191E-1,6.862050533E0,7.332000256E0,1.005184169E1
1.009046446E0,-6.910500526E-1,6.739950180E0,7.296000481E0,9.956711386E0
1.011576600E0,-8.610000610E-1,6.793050289E0,7.296000481E0,1.000592206E1
1.014109446E0,-7.609500289E-1,6.940950394E0,7.347000122E0,1.013579045E1
1.016636833E0,-7.050000429E-1,6.898050308E0,7.260000229E0,1.003930906E1
1.019166956E0,-7.170000076E-1,6.783000469E0,7.155000210E0,9.885201686E0
1.021697110E0,-6.100500226E-1,6.946050167E0,7.105050564E0,9.954974509E0
1.024229802E0,-5.740500093E-1,7.099050522E0,7.153050423E0,1.009416574E1
1.026757419E0,-5.190000534E-1,6.927000523E0,7.179000378E0,9.989531707E0
1.029287383E0,-4.560000300E-1,6.742050171E0,7.126050472E0,9.820578999E0
1.031817460E0,-3.559500277E-1,6.853050232E0,6.930000305E0,9.752738186E0
1.034350383E0,-4.879500270E-1,6.895950317E0,6.585000515E0,9.547484370E0
1.036877770E0,-7.369500399E-1,6.654000282E0,6.384000301E0,9.250636463E0
1.039407918E0,-7.489500642E-1,6.553050518E0,6.537000179E0,9.286321588E0
1.041938072E0,-4.420500100E-1,6.787950516E0,7.069050312E0,9.810359460E0
1.044470764E0,-3.250500262E-1,7.075050354E0,7.441950321E0,1.027349111E1
1.046998151E0,-5.520000458E-1,7.039050102E0,7.335000515E0,1.018111796E1
1.049528282E0,-7.920000553E-1,6.799950123E0,7.134000301E0,9.887393289E0
1.052058436E0,-7.800000310E-1,6.678000450E0,7.038000107E0,9.733320891E0
1.054591283E0,-6.859500408E-1,6.817050457E0,6.997050285E0,9.792926891E0
1.057118669E0,-7.459500432E-1,6.972000122E0,7.009050369E0,9.914232913E0
1.059648816E0,-6.619500518E-1,6.868950367E0,7.213050365E0,9.982422180E0
1.062178739E0,-5.740500093E-1,6.829050541E0,7.363050461E0,1.005882582E1
1.064711662E0,-4.969500303E-1,6.927000523E0,7.359000206E0,1.011855620E1
1.067239049E0,-4.999500215E-1,6.859950542E0,7.186050415E0,9.947270582E0
1.069769206E0,-5.070000291E-1,6.814050198E0,6.925050259E0,9.728548207E0
1.072299283E0,-5.140500069E-1,6.829050541E0,6.691050529E0,9.574462694E0
1.074832206E0,-6.310500503E-1,6.694950104E0,6.612000465E0,9.430754541E0
1.077359592E0,-7.369500399E-1,6.538950443E0,6.694950104E0,9.387402471E0
1.079889744E0,-5.760000348E-1,6.679950237E0,6.985050201E0,9.682171116E0
1.082419898E0,-3.820500076E-1,7.035000324E0,7.287000179E0,1.013595399E1
1.084952590E0,-4.830000103E-1,7.063050270E0,7.299000263E0,1.016835154E1
1.087479977E0,-7.990500331E-1,6.763950348E0,7.086000443E0,9.828576069E0
1.090010148E0,-9.310500622E-1,6.525000095E0,6.994950294E0,9.611025444E0
1.092540225E0,-8.040000200E-1,6.807000160E0,7.006950378E0,9.801990656E0
1.095073148E0,-6.619500518E-1,7.221000195E0,7.216950417E0,1.023061069E1
1.097600534E0,-6.240000129E-1,6.798000336E0,7.323000431E0,1.001141947E1
1.100130686E0,-7.270500064E-1,6.687000275E0,7.272000313E0,9.905885268E0
1.102660614E0,-6.139500141E-1,7.245000362E0,7.260000229E0,1.027494857E1
1.105193537E0,-4.090500176E-1,7.081950188E0,7.189050198E0,1.009969223E1
1.107720924E0,-5.310000181E-1,6.654000282E0,6.901050091E0,9.601154781E0
1.110251076E0,-7.099500299E-1,6.844950199E0,6.444000244E0,9.427752193E0
1.112781153E0,-6.529500484E-1,6.948000431E0,6.391050339E0,9.462905378E0
1.115314076E0,-7.339500189E-1,6.831000328E0,6.621000290E0,9.541430341E0
1.117841462E0,-6.859500408E-1,6.709050179E0,6.934950352E0,9.673438796E0
1.120371614E0,-3.580500185E-1,7.032000542E0,7.275000572E0,1.012436985E1
1.122901783E0,-3.180000186E-1,7.333950520E0,7.375050545E0,1.040573519E1
1.125434476E0,-6.910500526E-1,6.838050365E0,7.023000240E0,9.826444695E0
1.127961862E0,-1.072050095E0,6.334950447E0,6.652050495E0,9.248278995E0
1.130492014E0,-1.122000098E0,6.679950237E0,6.469950199E0,9.367009927E0
1.133022086E0,-7.510500550E-1,6.781050205E0,6.706950188E0,9.567125947E0
1.135555009E0,-5.910000205E-1,6.634950161E0,7.014000416E0,9.673057763E0
1.138082396E0,-7.609500289E-1,6.655950546E0,7.177050114E0,9.817880166E0
1.140612317E0,-6.619500518E-1,7.129950523E0,7.459050179E0,1.033981634E1
1.143142691E0,-3.490500152E-1,7.489050388E0,7.690950394E0,1.074050416E1
1.145675307E0,-3.610500097E-1,7.060950279E0,7.489950180E0,1.029984124E1
1.148202770E0,-7.200000286E-1,6.771000385E0,6.837000370E0,9.649322272E0
1.150732922E0,-1.066950083E0,6.807000160E0,6.244950294E0,9.299088011E0
1.153263004E0,-1.098000050E0,6.727950096E0,6.166050434E0,9.191903751E0
1.155795927E0,-8.230500221E-1,6.649050236E0,6.508950233E0,9.340969624E0
1.158323314E0,-5.329500437E-1,6.325950146E0,6.906000137E0,9.380539371E0
1.160853466E0,-3.769500256E-1,6.184950352E0,7.141050339E0,9.454644473E0
1.163383375E0,-4.879500270E-1,6.775950432E0,6.976050377E0,9.737395871E0
1.165916298E0,-7.770000100E-1,7.542000294E0,6.694950104E0,1.011473452E1
1.168443684E0,-8.299500346E-1,7.528050423E0,6.760050297E0,1.015178015E1
1.170973836E0,-6.310500503E-1,7.039050102E0,7.135950565E0,1.004331823E1
1.173503904E0,-6.499500275E-1,6.697050095E0,7.444950581E0,1.003494914E1
1.176036596E0,-9.019500613E-1,6.835950375E0,7.453950405E0,1.015406855E1
1.178564214E0,-9.619500637E-1,7.068000317E0,7.387050152E0,1.026890872E1
1.181094135E0,-6.550500393E-1,6.835950375E0,7.450050354E0,1.013225337E1
1.183624520E0,-3.439500034E-1,6.513000488E0,7.336950302E0,9.816736561E0
1.186157135E0,-5.260500312E-1,6.745050430E0,6.700050354E0,9.521717738E0
1.188684599E0,-1.030950069E0,7.260000229E0,5.854950428E0,9.383544420E0
1.191214673E0,-1.219950080E0,7.389000416E0,5.568000317E0,9.332107633E0
1.193744798E0,-7.270500064E-1,6.762000084E0,6.127950191E0,9.154508201E0
1.196277721E0,-1.090500057E-1,6.184950352E0,7.156950474E0,9.459780274E0
1.198805108E0,-1.260000020E-1,6.477000237E0,7.729950428E0,1.008561063E1
1.201335260E0,-8.010000587E-1,7.132950306E0,7.669950485E0,1.050469998E1
1.203865188E0,-1.242000103E0,7.039050102E0,7.420950413E0,1.030346037E1
1.206398111E0,-9.349500537E-1,6.514950275E0,7.447050571E0,9.938675511E0
1.208925498E0,-6.430500150E-1,6.706950188E0,7.360950470E0,9.978992232E0
1.211455573E0,-9.520500302E-1,7.111050129E0,6.955950260E0,9.992931363E0
1.213985726E0,-1.351950049E0,6.915000439E0,6.633000374E0,9.676863850E0
1.216518419E0,-1.147950053E0,6.436050415E0,6.801000118E0,9.433670382E0
1.219046036E0,-3.799500167E-1,6.438000202E0,7.395000458E0,9.812147593E0
1.221575957E0,4.500000179E-2,6.877050400E0,7.840050220E0,1.042891340E1
1.224106111E0,-3.750000298E-1,7.248000145E0,7.404000282E0,1.036790004E1
1.226638976E0,-1.144050002E0,7.200000286E0,6.556950092E0,9.805225599E0
1.229166440E0,-1.282050014E0,6.841050148E0,6.274050236E0,9.370556319E0
1.231696515E0,-7.920000553E-1,6.493050098E0,6.604050159E0,9.295183816E0
1.234226669E0,-4.879500270E-1,6.292050362E0,7.066950321E0,9.474691542E0
1.236759587E0,-6.460500360E-1,6.490950108E0,7.356000423E0,9.831610050E0
1.239286973E0,-7.249500155E-1,6.943950176E0,7.609950542E0,1.032740741E1
1.241816894E0,-4.300500154E-1,7.168950558E0,7.837050438E0,1.063005902E1
1.244347048E0,-2.980500162E-1,7.189950466E0,7.651050568E0,1.050346592E1
1.246879880E0,-7.699500322E-1,7.128000259E0,6.874950409E0,9.933083805E0
1.249407344E0,-1.207950115E0,6.900000095E0,6.208950520E0,9.360566829E0
1.251937419E0,-1.078950047E0,6.529050350E0,6.217050076E0,9.079886746E0
1.254467573E0,-6.190500259E-1,6.414000511E0,6.715050220E0,9.306692482E0
1.257000255E0,-3.850500286E-1,6.661050320E0,7.323000431E0,9.906774965E0
1.259527872E0,-3.510000110E-1,6.967950344E0,7.689000130E0,1.038249758E1
1.262057793E0,-3.030000031E-1,7.237950325E0,7.644000530E0,1.053140437E1
1.264587947E0,-2.980500162E-1,7.300050259E0,7.204950333E0,1.026113429E1
1.267120793E0,-6.960000396E-1,6.999000549E0,6.454050541E0,9.545951662E0
1.269648257E0,-1.122000098E0,6.501000404E0,6.061050415E0,8.958695363E0
1.272178409E0,-9.229500294E-1,6.586950302E0,6.384000301E0,9.219284728E0
1.274708486E0,-4.609500170E-1,7.032000542E0,7.174050331E0,1.005626694E1
1.277241178E0,-4.489500225E-1,7.006050110E0,7.699050426E0,1.041929325E1
1.279768565E0,-7.440000176E-1,6.699000359E0,7.641000271E0,1.018896594E1
1.282298717E0,-7.489500642E-1,6.798000336E0,7.417950153E0,1.008958469E1
1.284828870E0,-6.310500503E-1,7.072950363E0,7.153050423E0,1.007923516E1
1.287361693E0,-7.290000319E-1,6.955950260E0,6.882000446E0,9.812166693E0
1.289889156E0,-8.629500270E-1,6.522000313E0,6.721950531E0,9.405625432E0
1.292419231E0,-7.030500174E-1,6.424050331E0,6.961050510E0,9.498364396E0
1.294949385E0,-4.420500100E-1,6.742050171E0,7.359000206E0,9.990271906E0
1.297482082E0,-3.420000076E-1,7.128000259E0,7.512000561E0,1.036125012E1
1.300009469E0,-3.750000298E-1,7.425000191E0,7.441950321E0,1.051921468E1
1.302539621E0,-4.590000212E-1,7.615950584E0,7.296000481E0,1.055675174E1
1.305069775E0,-8.080500364E-1,6.847950459E0,6.999000549E0,9.825140153E0
1.307602611E0,-1.060050011E0,5.907000065E0,6.733950138E0,9.020113095E0
1.310130074E0,-8.610000610E-1,6.285000324E0,6.882000446E0,9.359726509E0
1.312660226E0,-4.399500191E-1,6.984000206E0,7.195950508E0,1.003750560E1
1.315190303E0,-4.660500288E-1,6.631950378E0,7.260000229E0,9.844164351E0
1.317722995E0,-7.870500088E-1,6.412050247E0,7.093050480E0,9.594019033E0
1.320250382E0,-8.280000687E-1,6.433950424E0,6.778950214E0,9.382721790E0
1.322780534E0,-5.830500126E-1,6.963000298E0,6.568050385E0,9.589713568E0
1.325310688E0,-5.119500160E-1,7.381950378E0,6.669000149E0,9.961468124E0
1.327843539E0,-5.740500093E-1,6.357000351E0,7.033050537E0,9.497620056E0
1.330370925E0,-6.169500351E-1,5.964000225E0,7.486050129E0,9.591187234E0
1.332901077E0,-4.230000079E-1,7.473000526E0,7.930950165E0,1.090525728E1
1.335431231E0,-8.295000345E-2,7.888950348E0,8.368950844E0,1.150138064E1
1.337963937E0,-4.489500225E-1,6.319050312E0,7.813950539E0,1.005931290E1
1.340491324E0,-1.147950053E0,5.790000439E0,6.556950092E0,8.822442344E0
1.343021476E0,-1.041000009E0,6.871950150E0,5.836050510E0,9.075619287E0
1.345551630E0,-6.049500108E-1,7.699950218E0,6.115950108E0,9.851905582E0
1.348084476E0,-5.470499992E-1,6.618000507E0,6.865050316E0,9.551236059E0
1.350611940E0,-5.830500126E-1,5.715000153E0,7.411050320E0,9.376824671E0
1.353142014E0,-2.460000068E-1,7.164000511E0,7.645950317E0,1.048064767E1
1.355672168E0,1.905000024E-2,8.433000565E0,7.629000187E0,1.137178549E1
1.358204861E0,-6.000000238E-1,6.880950451E0,7.129050255E0,9.926270028E0
1.360732233E0,-1.483950019E0,5.718000412E0,6.403050423E0,8.711870700E0
1.363262385E0,-1.191000104E0,6.607950211E0,6.418050289E0,9.288425956E0
1.365792539E0,-4.800000191E-1,7.233000278E0,6.834000111E0,9.962441998E0
1.368325385E0,-5.209500194E-1,6.922050476E0,7.227000237E0,1.002076365E1
1.370852757E0,-8.560500145E-1,6.714000225E0,7.360950470E0,9.999710619E0
1.373382909E0,-5.550000072E-1,7.363050461E0,7.561950207E0,1.056908833E1
1.375913062E0,3.600000218E-2,7.675950527E0,7.620000362E0,1.081600287E1
1.378445755E0,-2.530499995E-1,7.015050411E0,6.750000477E0,9.738453317E0
1.380973141E0,-1.045050025E0,6.481050491E0,5.644050121E0,8.657450364E0
1.383503284E0,-1.126950026E0,6.448050499E0,5.493000031E0,8.545198706E0
1.386033438E0,-6.840000153E-1,6.670950413E0,6.240000248E0,9.160078522E0
1.388566284E0,-2.910000086E-1,6.855000496E0,7.174050331E0,9.926868134E0
1.391093748E0,-2.269500047E-1,7.011000156E0,7.702950478E0,1.041830483E1
1.393623818E0,-4.090500176E-1,7.225950241E0,7.657950401E0,1.053688204E1
1.396153972E0,-5.329500437E-1,7.042050362E0,7.282050133E0,1.014409992E1
1.398686664E0,-6.840000153E-1,6.733050346E0,6.832050323E0,9.616586432E0
1.401214050E0,-8.749500513E-1,6.766050339E0,6.559050083E0,9.463937488E0
1.403744188E0,-8.059500456E-1,6.786000252E0,6.741000175E0,9.598981105E0
1.406274342E0,-6.190500259E-1,6.702000141E0,7.143000126E0,9.814401644E0
1.408807188E0,-6.000000238E-1,6.955950260E0,7.383000374E0,1.016139452E1
1.411334575E0,-5.230500102E-1,7.221000195E0,7.428000450E0,1.037263784E1
1.413864727E0,-4.110000134E-1,7.084950447E0,7.287000179E0,1.017181476E1
1.416394895E0,-4.300500154E-1,6.766050339E0,6.958950520E0,9.715522247E0
1.418927587E0,-5.279999971E-1,6.655950546E0,6.709950447E0,9.465933481E0
1.421454974E0,-7.390500307E-1,6.751950264E0,6.460950375E0,9.374375022E0
1.423985125E0,-8.110500574E-1,6.628050327E0,6.592050076E0,9.383175237E0
1.426515269E0,-5.260500312E-1,6.637050152E0,7.054950237E0,9.700488967E0
1.429048115E0,-3.870000243E-1,7.060950279E0,7.360950470E0,1.020736889E1
1.431575502E0,-5.910000205E-1,7.365000248E0,7.299000263E0,1.038594794E1
1.434105654E0,-7.920000553E-1,7.213950157E0,7.083000183E0,1.014086942E1
1.436635808E0,-8.989500403E-1,6.817050457E0,6.985050201E0,9.801592443E0
1.439168500E0,-8.749500513E-1,6.642000198E0,6.952050209E0,9.654672772E0
1.441695887E0,-7.819500566E-1,6.658950329E0,7.093050480E0,9.760349916E0
1.444226039E0,-6.700500250E-1,6.900000095E0,7.213050365E0,1.000435225E1
1.446756192E0,-5.910000205E-1,7.249950409E0,7.296000481E0,1.030255721E1
1.449289039E0,-5.710500479E-1,7.219050407E0,7.143000126E0,1.017168805E1
1.451816425E0,-5.830500126E-1,6.946050167E0,6.766950130E0,9.714894457E0
1.454346577E0,-5.860500336E-1,6.823950291E0,6.364950180E0,9.349991605E0
1.456876741E0,-6.499500275E-1,6.900000095E0,6.232950211E0,9.321057058E0
1.459409433E0,-7.390500307E-1,6.862050533E0,6.396000385E0,9.409715904E0
1.461936820E0,-6.120000482E-1,6.595950127E0,6.865050316E0,9.539917084E0
1.464466972E0,-3.580500185E-1,6.607950211E0,7.380000114E0,9.912497540E0
1.466997140E0,-2.530499995E-1,6.877050400E0,7.516950130E0,1.019129019E1
1.469529986E0,-5.620500445E-1,7.075050354E0,7.168950558E0,1.008791801E1
1.472057372E0,-9.330000281E-1,6.841050148E0,6.727050304E0,9.639692006E0
1.474587524E0,-9.420000315E-1,6.670950413E0,6.670950413E0,9.481061274E0
1.477117673E0,-8.010000587E-1,6.634950161E0,6.925050259E0,9.623953752E0
1.479650365E0,-7.270500064E-1,6.622950077E0,7.239000320E0,9.838454913E0
1.482177752E0,-6.910500526E-1,6.726000309E0,7.507050514E0,1.010309051E1
1.484707904E0,-6.070500016E-1,7.011000156E0,7.528950214E0,1.030571318E1
1.487238053E0,-4.710000157E-1,7.090050220E0,7.459050179E0,1.030184851E1
1.489770899E0,-5.020500422E-1,6.781050205E0,7.159950256E0,9.874187754E0
1.492298285E0,-6.379500031E-1,6.682950497E0,6.790950298E0,9.549126321E0
1.494828437E0,-8.040000200E-1,6.747000217E0,6.561000347E0,9.445377363E0
1.497358591E0,-7.699500322E-1,6.634950161E0,6.658950329E0,9.431702189E0
1.499891283E0,-6.889500618E-1,6.472050190E0,6.868050098E0,9.462145529E0
1.502418670E0,-4.590000212E-1,6.682950497E0,7.198050499E0,9.832824586E0
1.504948822E0,-3.610500097E-1,7.030050278E0,7.378050327E0,1.019743059E1
1.507478962E0,-5.070000291E-1,7.087050438E0,7.189050198E0,1.010770873E1
1.510011808E0,-7.650000453E-1,6.826050282E0,6.961050510E0,9.779387083E0
1.512539195E0,-8.920500278E-1,6.702000141E0,6.849000454E0,9.623999499E0
1.515069116E0,-8.730000257E-1,6.874050140E0,6.919950485E0,9.792875425E0
1.517599519E0,-7.939500213E-1,6.964950562E0,7.177050114E0,1.003249427E1
1.520132212E0,-7.009500265E-1,6.859950542E0,7.363050461E0,1.008785232E1
1.522659598E0,-6.739500165E-1,6.855000496E0,7.375050545E0,1.009141273E1
1.525189750E0,-5.710500479E-1,6.946050167E0,7.258050442E0,1.006245533E1
1.527719904E0,-5.329500437E-1,6.960000515E0,7.006950378E0,9.890550871E0
1.530252750E0,-4.920000136E-1,6.829050541E0,6.826950550E0,9.668777023E0
1.532780137E0,-5.670000315E-1,6.883950233E0,6.667050362E0,9.599990645E0
1.535310289E0,-8.350500464E-1,6.975000381E0,6.472950459E0,9.552330948E0
1.537840226E0,-7.560000420E-1,6.706950188E0,6.607050419E0,9.444989789E0
1.540373149E0,-4.350000322E-1,6.345000267E0,6.994950294E0,9.453971813E0
1.542900535E0,-3.870000243E-1,6.619950294E0,7.174050331E0,9.769365848E0
1.545430687E0,-6.460500360E-1,7.185000420E0,7.155000210E0,1.016049407E1
1.547960768E0,-7.489500642E-1,7.027050495E0,7.155000210E0,1.005655969E1
1.550493691E0,-6.619500518E-1,6.508050442E0,7.335000515E0,9.828282199E0
1.553021078E0,-6.360000372E-1,6.486000538E0,7.404000282E0,9.863666621E0
1.555550999E0,-7.990500331E-1,6.838050365E0,7.260000229E0,1.000524948E1
1.558081398E0,-8.850000501E-1,6.987000465E0,7.155000210E0,1.003969265E1
1.560614090E0,-6.859500408E-1,6.832950115E0,7.308000565E0,1.002829033E1
1.563141476E0,-4.249500334E-1,6.745050430E0,7.459050179E0,1.006547154E1
1.565671628E0,-5.790000558E-1,6.726000309E0,7.174050331E0,9.850955252E0
1.568201705E0,-7.939500213E-1,6.498000145E0,6.810000420E0,9.446188027E0
1.570734628E0,-7.129500508E-1,6.460050106E0,6.742950439E0,9.365250972E0
1.573262015E0,-6.979500055E-1,7.003050327E0,6.700050354E0,9.717022324E0
1.575792167E0,-6.460500360E-1,7.228950500E0,6.982950211E0,1.007157881E1
1.578322081E0,-5.670000315E-1,6.610950470E0,7.210050106E0,9.798519158E0
1.580855004E0,-3.970500231E-1,6.271050453E0,7.363050461E0,9.679784842E0
1.583382391E0,-2.340000123E-1,6.723000526E0,7.363050461E0,9.973364737E0
1.585912466E0,-6.019500494E-1,7.069950104E0,7.047000408E0,1.000033765E1
1.588442628E0,-1.141050100E0,6.754050255E0,6.691050529E0,9.575455465E0
1.590975551E0,-9.709500670E-1,6.553050518E0,6.810000420E0,9.500595815E0
